iter	Passed	Remaining
7231	13192	96257
7232	13192	96246
7233	13193	96235
7234	13199	96265
7235	13200	96255
7236	13201	96246
7237	13201	96235
7238	13208	96266
7239	13208	96257
7240	13215	96286
7241	13215	96275
7242	13217	96273
7243	13219	96270
7244	13221	96272
7245	13222	96261
7246	13223	96259
7247	13230	96294
7248	13231	96283
7249	13237	96315
7250	13238	96304
7251	13239	96295
7252	13239	96284
7253	13240	96273
7254	13240	96263
7255	13241	96253
7256	13242	96244
7257	13248	96274
7258	13249	96263
7259	13250	96256
7260	13256	96286
7261	13257	96277
7262	13258	96267
7263	13258	96258
7264	13259	96247
7265	13265	96277
7266	13266	96266
7267	13267	96260
7268	13268	96249
7269	13269	96243
7270	13269	96232
7271	13271	96229
7272	13272	96223
7273	13273	96212
7274	13274	96202
7275	13280	96233
7276	13281	96226
7277	13282	96217
7278	13283	96207
7279	13288	96232
7280	13290	96232
7281	13296	96259
7282	13301	96284
7283	13302	96273
7284	13304	96270
7285	13305	96263
7286	13313	96304
7287	13314	96299
7288	13314	96288
7289	13315	96277
7290	13316	96267
7291	13316	96256
7292	13317	96245
7293	13323	96278
7294	13324	96269
7295	13330	96295
7296	13331	96284
7297	13331	96274
7298	13332	96262
7299	13332	96251
7300	13338	96280
7301	13340	96278
7302	13341	96270
7303	13347	96300
7304	13349	96294
7305	13356	96333
7306	13364	96378
7307	13372	96415
7308	13373	96410
7309	13375	96411
7310	13377	96406
7311	13377	96397
7312	13379	96393
7313	13380	96387
7314	13388	96425
7315	13389	96417
7316	13390	96410
7317	13398	96455
7318	13402	96470
7319	13403	96464
7320	13405	96458
7321	13406	96449
7322	13407	96442
7323	13415	96489
7324	13416	96480
7325	13424	96519
7326	13425	96517
7327	13427	96511
7328	13428	96508
7329	13430	96504
7330	13431	96497
7331	13437	96527
7332	13438	96516
7333	13439	96507
7334	13442	96514
7335	13443	96505
7336	13443	96496
7337	13444	96484
7338	13445	96475
7339	13452	96515
7340	13453	96505
7341	13454	96495
7342	13454	96484
7343	13455	96472
7344	13464	96523
7345	13465	96513
7346	13465	96503
7347	13466	96493
7348	13466	96482
7349	13467	96473
7350	13468	96462
7351	13474	96492
7352	13480	96518
7353	13481	96511
7354	13482	96501
7355	13482	96490
7356	13488	96520
7357	13491	96526
7358	13493	96520
7359	13493	96510
7360	13494	96502
7361	13495	96492
7362	13501	96521
7363	13502	96513
7364	13503	96503
7365	13509	96531
7366	13512	96541
7367	13513	96534
7368	13520	96566
7369	13521	96555
7370	13521	96546
7371	13522	96534
7372	13522	96524
7373	13523	96515
7374	13524	96508
7375	13526	96501
7376	13526	96490
7377	13527	96479
7378	13529	96477
7379	13535	96506
7380	13536	96498
7381	13536	96487
7382	13537	96480
7383	13538	96474
7384	13544	96499
7385	13551	96533
7386	13552	96524
7387	13558	96554
7388	13559	96546
7389	13560	96535
7390	13561	96527
7391	13561	96517
7392	13568	96547
7393	13568	96537
7394	13569	96527
7395	13570	96516
7396	13570	96507
7397	13571	96498
7398	13572	96487
7399	13578	96516
7400	13584	96542
7401	13589	96567
7402	13592	96575
7403	13593	96564
7404	13599	96589
7405	13604	96614
7406	13611	96646
7407	13612	96636
7408	13612	96626
7409	13613	96620
7410	13614	96609
7411	13614	96597
7412	13615	96585
7413	13618	96592
7414	13619	96586
7415	13621	96583
7416	13621	96572
7417	13622	96561
7418	13627	96585
7419	13629	96578
7420	13629	96570
7421	13630	96559
7422	13631	96552
7423	13633	96550
7424	13633	96539
7425	13634	96530
7426	13636	96527
7427	13637	96521
7428	13638	96511
7429	13639	96501
7430	13639	96491
7431	13645	96519
7432	13647	96513
7433	13647	96504
7434	13648	96494
7435	13649	96486
7436	13655	96514
7437	13656	96505
7438	13662	96535
7439	13663	96525
7440	13663	96514
7441	13664	96502
7442	13664	96491
7443	13665	96483
7444	13666	96475
7445	13668	96469
7446	13669	96461
7447	13670	96455
7448	13671	96447
7449	13672	96440
7450	13673	96433
7451	13679	96464
7452	13681	96459
7453	13681	96449
7454	13682	96438
7455	13683	96429
7456	13684	96419
7457	13684	96409
7458	13685	96398
7459	13686	96395
7460	13687	96385
7461	13693	96414
7462	13694	96404
7463	13700	96434
7464	13707	96464
7465	13707	96454
7466	13708	96444
7467	13709	96435
7468	13710	96427
7469	13717	96460
7470	13717	96450
7471	13719	96444
7472	13726	96482
7473	13730	96492
7474	13732	96493
7475	13733	96486
7476	13734	96476
7477	13734	96467
7478	13735	96458
7479	13737	96453
7480	13738	96445
7481	13738	96437
7482	13739	96425
7483	13740	96415
7484	13740	96404
7485	13741	96395
7486	13742	96385
7487	13743	96379
7488	13743	96368
7489	13744	96359
7490	13745	96349
7491	13745	96338
7492	13747	96335
7493	13748	96325
7494	13748	96314
7495	13751	96320
7496	13752	96314
7497	13753	96304
7498	13754	96293
7499	13754	96283
7500	13755	96276
7501	13761	96304
7502	13762	96296
7503	13763	96285
7504	13764	96275
7505	13770	96304
7506	13776	96329
7507	13777	96323
7508	13778	96316
7509	13784	96344
7510	13785	96336
7511	13786	96327
7512	13787	96318
7513	13787	96307
7514	13789	96302
7515	13794	96325
7516	13800	96354
7517	13806	96380
7518	13807	96370
7519	13815	96412
7520	13816	96403
7521	13825	96452
7522	13826	96445
7523	13827	96437
7524	13836	96489
7525	13839	96492
7526	13840	96486
7527	13853	96559
7528	13861	96601
7529	13869	96643
7530	13878	96693
7531	13880	96688
7532	13882	96688
7533	13883	96683
7534	13891	96723
7535	13892	96717
7536	13893	96710
7537	13894	96703
7538	13896	96698
7539	13897	96690
7540	13898	96684
7541	13899	96675
7542	13900	96670
7543	13908	96712
7544	13910	96707
7545	13912	96706
7546	13921	96755
7547	13922	96749
7548	13929	96783
7549	13930	96774
7550	13932	96771
7551	13932	96761
7552	13939	96791
7553	13942	96798
7554	13944	96795
7555	13944	96785
7556	13945	96774
7557	13945	96763
7558	13946	96752
7559	13946	96742
7560	13948	96735
7561	13949	96729
7562	13955	96758
7563	13957	96756
7564	13957	96746
7565	13959	96739
7566	13959	96728
7567	13960	96722
7568	13961	96711
7569	13961	96700
7570	13962	96691
7571	13964	96691
7572	13965	96683
7573	13966	96673
7574	13972	96700
7575	13973	96694
7576	13974	96686
7577	13981	96715
7578	13981	96706
7579	13982	96697
7580	13983	96686
7581	13983	96674
7582	13984	96665
7583	13990	96693
7584	13991	96683
7585	13991	96673
7586	13998	96703
7587	13998	96694
7588	13999	96683
7589	14000	96676
7590	14001	96666
7591	14001	96655
7592	14008	96684
7593	14013	96708
7594	14015	96702
7595	14021	96730
7596	14027	96760
7597	14034	96791
7598	14034	96780
7599	14035	96771
7600	14041	96800
7601	14047	96825
7602	14048	96815
7603	14048	96804
7604	14049	96794
7605	14050	96783
7606	14050	96773
7607	14052	96770
7608	14058	96799
7609	14059	96789
7610	14065	96819
7611	14067	96817
7612	14073	96844
7613	14074	96835
7614	14075	96828
7615	14077	96826
7616	14078	96816
7617	14084	96845
7618	14090	96875
7619	14091	96865
7620	14093	96862
7621	14094	96856
7622	14095	96845
7623	14095	96835
7624	14096	96824
7625	14097	96821
7626	14099	96815
7627	14105	96841
7628	14105	96831
7629	14106	96823
7630	14107	96812
7631	14108	96804
7632	14108	96793
7633	14114	96821
7634	14117	96827
7635	14118	96816
7636	14124	96846
7637	14125	96835
7638	14125	96824
7639	14132	96853
7640	14132	96843
7641	14135	96850
7642	14136	96840
7643	14137	96829
7644	14137	96820
7645	14138	96809
7646	14139	96798
7647	14139	96788
7648	14140	96779
7649	14142	96776
7650	14144	96775
7651	14147	96781
7652	14147	96772
7653	14148	96762
7654	14149	96755
7655	14150	96745
7656	14153	96754
7657	14154	96744
7658	14157	96750
7659	14158	96745
7660	14159	96735
7661	14165	96762
7662	14166	96757
7663	14167	96748
7664	14169	96745
7665	14170	96738
7666	14171	96728
7667	14172	96723
7668	14172	96712
7669	14173	96702
7670	14179	96724
7671	14180	96718
7672	14180	96707
7673	14181	96696
7674	14181	96686
7675	14182	96677
7676	14184	96675
7677	14185	96665
7678	14185	96654
7679	14186	96647
7680	14193	96676
7681	14199	96704
7682	14200	96698
7683	14201	96690
7684	14202	96684
7685	14213	96742
7686	14219	96770
7687	14222	96778
7688	14223	96769
7689	14224	96762
7690	14231	96791
7691	14231	96781
7692	14232	96772
7693	14233	96761
7694	14238	96785
7695	14240	96782
7696	14241	96773
7697	14241	96762
7698	14242	96752
7699	14248	96778
7700	14249	96770
7701	14250	96763
7702	14251	96753
7703	14259	96792
7704	14259	96784
7705	14261	96777
7706	14261	96769
7707	14263	96761
7708	14264	96754
7709	14265	96749
7710	14266	96741
7711	14269	96746
7712	14270	96741
7713	14271	96734
7714	14272	96726
7715	14274	96722
7716	14275	96718
7717	14278	96719
7718	14278	96711
7719	14286	96749
7720	14287	96743
7721	14289	96738
7722	14291	96739
7723	14292	96731
7724	14293	96723
7725	14301	96761
7726	14309	96803
7727	14312	96809
7728	14313	96802
7729	14315	96803
7730	14316	96795
7731	14318	96789
7732	14319	96784
7733	14326	96818
7734	14329	96821
7735	14336	96858
7736	14337	96850
7737	14338	96843
7738	14339	96835
7739	14344	96855
7740	14348	96862
7741	14349	96858
7742	14351	96857
7743	14352	96852
7744	14353	96844
7745	14354	96834
7746	14355	96825
7747	14356	96817
7748	14362	96848
7749	14364	96841
7750	14367	96847
7751	14368	96840
7752	14374	96871
7753	14378	96879
7754	14384	96909
7755	14391	96938
7756	14391	96928
7757	14392	96919
7758	14395	96925
7759	14396	96915
7760	14396	96904
7761	14397	96893
7762	14398	96884
7763	14398	96875
7764	14399	96866
7765	14405	96893
7766	14407	96888
7767	14408	96881
7768	14408	96870
7769	14409	96862
7770	14412	96868
7771	14413	96860
7772	14414	96851
7773	14415	96842
7774	14418	96848
7775	14424	96876
7776	14425	96866
7777	14427	96864
7778	14427	96856
7779	14428	96845
7780	14429	96836
7781	14431	96834
7782	14432	96828
7783	14432	96817
7784	14433	96806
7785	14435	96803
7786	14441	96830
7787	14441	96821
7788	14448	96852
7789	14449	96842
7790	14449	96831
7791	14450	96822
7792	14453	96828
7793	14455	96826
7794	14457	96824
7795	14462	96847
7796	14468	96871
7797	14469	96861
7798	14469	96851
7799	14470	96841
7800	14475	96863
7801	14482	96893
7802	14483	96882
7803	14483	96871
7804	14484	96860
7805	14484	96851
7806	14491	96878
7807	14492	96874
7808	14493	96865
7809	14495	96862
7810	14495	96852
7811	14498	96857
7812	14499	96851
7813	14500	96841
7814	14501	96831
7815	14502	96828
7816	14509	96857
7817	14509	96847
7818	14510	96837
7819	14511	96830
7820	14512	96820
7821	14512	96810
7822	14513	96800
7823	14514	96790
7824	14514	96779
7825	14520	96806
7826	14521	96798
7827	14522	96789
7828	14528	96818
7829	14535	96846
7830	14541	96874
7831	14542	96864
7832	14543	96857
7833	14544	96847
7834	14544	96836
7835	14545	96826
7836	14545	96817
7837	14546	96807
7838	14547	96797
7839	14553	96822
7840	14553	96813
7841	14560	96842
7842	14561	96834
7843	14567	96861
7844	14568	96852
7845	14568	96842
7846	14569	96831
7847	14570	96821
7848	14576	96849
7849	14577	96841
7850	14577	96831
7851	14578	96824
7852	14580	96817
7853	14585	96839
7854	14589	96848
7855	14589	96839
7856	14590	96828
7857	14592	96826
7858	14593	96820
7859	14593	96809
7860	14594	96800
7861	14595	96790
7862	14601	96817
7863	14602	96808
7864	14608	96835
7865	14609	96829
7866	14610	96820
7867	14611	96810
7868	14612	96807
7869	14613	96797
7870	14616	96802
7871	14616	96793
7872	14623	96824
7873	14630	96851
7874	14630	96841
7875	14633	96842
7876	14634	96835
7877	14643	96884
7878	14644	96874
7879	14644	96864
7880	14651	96891
7881	14651	96881
7882	14653	96879
7883	14660	96908
7884	14661	96901
7885	14661	96890
7886	14667	96912
7887	14668	96906
7888	14669	96896
7889	14669	96887
7890	14670	96877
7891	14671	96867
7892	14671	96858
7893	14673	96854
7894	14679	96883
7895	14680	96873
7896	14681	96864
7897	14686	96886
7898	14687	96879
7899	14688	96868
7900	14688	96857
7901	14690	96854
7902	14696	96878
7903	14697	96873
7904	14698	96863
7905	14699	96854
7906	14699	96844
7907	14700	96834
7908	14701	96827
7909	14708	96858
7910	14714	96886
7911	14720	96914
7912	14727	96941
7913	14727	96931
7914	14728	96921
7915	14734	96948
7916	14736	96946
7917	14737	96937
7918	14737	96926
7919	14738	96916
7920	14739	96908
7921	14739	96897
7922	14745	96920
7923	14752	96949
7924	14758	96976
7925	14759	96968
7926	14759	96958
7927	14760	96947
7928	14766	96974
7929	14772	97001
7930	14774	96995
7931	14780	97022
7932	14782	97021
7933	14783	97012
7934	14784	97006
7935	14784	96996
7936	14785	96987
7937	14787	96984
7938	14793	97010
7939	14795	97008
7940	14795	96997
7941	14796	96989
7942	14797	96978
7943	14803	97006
7944	14809	97033
7945	14810	97024
7946	14817	97056
7947	14818	97046
7948	14824	97072
7949	14825	97061
7950	14825	97052
7951	14826	97043
7952	14827	97036
7953	14830	97042
7954	14831	97034
7955	14832	97024
7956	14833	97018
7957	14834	97011
7958	14834	97000
7959	14835	96990
7960	14841	97015
7961	14847	97042
7962	14848	97033
7963	14849	97023
7964	14849	97013
7965	14850	97002
7966	14852	96999
7967	14852	96991
7968	14853	96980
7969	14854	96970
7970	14855	96968
7971	14861	96990
7972	14862	96982
7973	14868	97009
7974	14869	97003
7975	14870	96992
7976	14870	96982
7977	14873	96987
7978	14874	96979
7979	14875	96970
7980	14881	96997
7981	14887	97019
7982	14887	97009
7983	14888	97000
7984	14889	96990
7985	14890	96981
7986	14896	97012
7987	14897	97003
7988	14898	96994
7989	14899	96985
7990	14904	97007
7991	14905	96999
7992	14906	96990
7993	14907	96980
7994	14907	96969
7995	14914	96996
7996	14914	96988
7997	14915	96979
7998	14923	97014
7999	14930	97050
8000	14932	97046
8001	14933	97041
8002	14934	97035
8003	14938	97045
8004	14946	97082
8005	14953	97114
8006	14955	97109
8007	14956	97102
8008	14957	97095
8009	14960	97105
8010	14963	97105
8011	14970	97139
8012	14971	97130
8013	14979	97167
8014	14986	97201
8015	14988	97198
8016	14997	97247
8017	14999	97241
8018	15000	97236
8019	15002	97238
8020	15009	97266
8021	15010	97261
8022	15017	97288
8023	15017	97278
8024	15018	97269
8025	15019	97260
8026	15020	97257
8027	15027	97285
8028	15028	97274
8029	15029	97268
8030	15030	97261
8031	15032	97259
8032	15032	97250
8033	15033	97239
8034	15035	97236
8035	15035	97227
8036	15036	97217
8037	15037	97207
8038	15043	97235
8039	15045	97234
8040	15052	97262
8041	15052	97253
8042	15053	97243
8043	15060	97273
8044	15061	97267
8045	15062	97259
8046	15062	97249
8047	15063	97240
8048	15064	97231
8049	15065	97225
8050	15066	97218
8051	15067	97207
8052	15067	97197
8053	15070	97202
8054	15071	97195
8055	15072	97186
8056	15073	97176
8057	15073	97166
8058	15075	97163
8059	15076	97154
8060	15077	97145
8061	15077	97135
8062	15078	97128
8063	15084	97153
8064	15091	97182
8065	15092	97173
8066	15092	97162
8067	15093	97152
8068	15093	97142
8069	15094	97132
8070	15100	97154
8071	15106	97182
8072	15107	97172
8073	15107	97161
8074	15108	97152
8075	15108	97141
8076	15109	97134
8077	15110	97123
8078	15112	97120
8079	15112	97110
8080	15113	97100
8081	15119	97127
8082	15122	97133
8083	15123	97123
8084	15124	97114
8085	15125	97108
8086	15127	97105
8087	15133	97130
8088	15134	97124
8089	15135	97116
8090	15136	97107
8091	15141	97129
8092	15147	97151
8093	15153	97176
8094	15154	97167
8095	15155	97164
8096	15161	97186
8097	15162	97177
8098	15162	97169
8099	15163	97159
8100	15164	97150
8101	15170	97178
8102	15172	97177
8103	15173	97167
8104	15175	97164
8105	15176	97158
8106	15177	97148
8107	15178	97146
8108	15179	97137
8109	15180	97126
8110	15185	97146
8111	15186	97138
8112	15186	97127
8113	15192	97153
8114	15193	97143
8115	15194	97134
8116	15196	97131
8117	15196	97123
8118	15198	97117
8119	15198	97108
8120	15199	97097
8121	15199	97087
8122	15206	97112
8123	15206	97103
8124	15207	97093
8125	15208	97083
8126	15208	97075
8127	15211	97080
8128	15212	97073
8129	15213	97064
8130	15215	97061
8131	15216	97055
8132	15217	97045
8133	15217	97034
8134	15223	97055
8135	15223	97045
8136	15224	97036
8137	15229	97056
8138	15230	97048
8139	15231	97038
8140	15236	97060
8141	15237	97050
8142	15238	97040
8143	15239	97033
8144	15239	97024
8145	15240	97015
8146	15241	97004
8147	15241	96996
8148	15242	96987
8149	15248	97012
8150	15249	97004
8151	15250	96995
8152	15256	97022
8153	15258	97016
8154	15258	97006
8155	15259	96996
8156	15259	96986
8157	15266	97011
8158	15266	97001
8159	15267	96993
8160	15267	96982
8161	15269	96976
8162	15269	96965
8163	15271	96963
8164	15273	96960
8165	15274	96957
8166	15275	96951
8167	15276	96940
8168	15277	96930
8169	15278	96923
8170	15278	96913
8171	15285	96939
8172	15286	96934
8173	15286	96924
8174	15287	96915
8175	15293	96940
8176	15294	96930
8177	15295	96921
8178	15300	96943
8179	15302	96937
8180	15302	96928
8181	15303	96917
8182	15310	96947
8183	15312	96946
8184	15313	96941
8185	15321	96976
8186	15321	96965
8187	15322	96955
8188	15322	96946
8189	15324	96944
8190	15325	96936
8191	15326	96926
8192	15333	96956
8193	15334	96949
8194	15334	96938
8195	15340	96963
8196	15341	96953
8197	15341	96942
8198	15342	96932
8199	15348	96958
8200	15354	96984
8201	15357	96989
8202	15358	96981
8203	15360	96979
8204	15366	97005
8205	15367	96996
8206	15368	96986
8207	15374	97011
8208	15375	97002
8209	15376	97000
8210	15377	96991
8211	15384	97021
8212	15385	97012
8213	15388	97017
8214	15388	97007
8215	15395	97034
8216	15396	97024
8217	15402	97051
8218	15403	97044
8219	15405	97041
8220	15405	97031
8221	15411	97052
8222	15414	97058
8223	15420	97085
8224	15421	97076
8225	15421	97065
8226	15422	97056
8227	15423	97047
8228	15423	97036
8229	15429	97057
8230	15430	97048
8231	15430	97039
8232	15431	97028
8233	15432	97024
8234	15439	97050
8235	15441	97049
8236	15443	97048
8237	15443	97039
8238	15444	97028
8239	15449	97049
8240	15450	97041
8241	15451	97032
8242	15452	97025
8243	15453	97016
8244	15454	97007
8245	15454	96998
8246	15455	96990
8247	15462	97016
8248	15464	97015
8249	15465	97013
8250	15466	97004
8251	15467	96998
8252	15469	96997
8253	15471	96992
8254	15473	96994
8255	15475	96990
8256	15476	96982
8257	15477	96978
8258	15485	97012
8259	15492	97045
8260	15494	97041
8261	15495	97036
8262	15496	97030
8263	15505	97068
8264	15513	97107
8265	15515	97109
8266	15516	97101
8267	15517	97093
8268	15518	97086
8269	15519	97078
8270	15526	97106
8271	15527	97099
8272	15529	97099
8273	15538	97138
8274	15539	97132
8275	15540	97123
8276	15545	97144
8277	15546	97135
8278	15547	97127
8279	15547	97117
8280	15549	97115
8281	15556	97143
8282	15562	97169
8283	15563	97160
8284	15563	97149
8285	15564	97139
8286	15564	97129
8287	15571	97154
8288	15577	97181
8289	15583	97206
8290	15584	97198
8291	15585	97188
8292	15591	97210
8293	15591	97201
8294	15598	97227
8295	15599	97221
8296	15600	97213
8297	15600	97202
8298	15603	97208
8299	15604	97199
8300	15605	97189
8301	15606	97186
8302	15612	97210
8303	15614	97208
8304	15615	97198
8305	15620	97219
8306	15626	97240
8307	15627	97231
8308	15630	97238
8309	15631	97232
8310	15632	97222
8311	15633	97219
8312	15634	97209
8313	15635	97199
8314	15637	97198
8315	15643	97222
8316	15646	97229
8317	15647	97220
8318	15652	97241
8319	15655	97242
8320	15655	97233
8321	15658	97237
8322	15664	97262
8323	15671	97289
8324	15674	97295
8325	15675	97288
8326	15676	97278
8327	15677	97272
8328	15678	97262
8329	15678	97254
8330	15684	97277
8331	15686	97275
8332	15688	97272
8333	15689	97263
8334	15690	97260
8335	15691	97250
8336	15692	97244
8337	15693	97236
8338	15695	97233
8339	15701	97258
8340	15704	97265
8341	15705	97257
8342	15706	97247
8343	15709	97251
8344	15710	97245
8345	15715	97265
8346	15717	97264
8347	15723	97289
8348	15726	97288
8349	15732	97315
8350	15733	97306
8351	15739	97331
8352	15740	97322
8353	15742	97321
8354	15742	97310
8355	15743	97301
8356	15750	97329
8357	15750	97320
8358	15751	97312
8359	15758	97337
8360	15758	97328
8361	15759	97317
8362	15759	97307
8363	15760	97298
8364	15760	97288
8365	15761	97278
8366	15762	97269
8367	15767	97290
8368	15774	97315
8369	15774	97306
8370	15775	97299
8371	15782	97326
8372	15783	97317
8373	15783	97308
8374	15784	97298
8375	15785	97289
8376	15785	97279
8377	15786	97269
8378	15786	97259
8379	15793	97283
8380	15794	97276
8381	15794	97267
8382	15801	97292
8383	15806	97313
8384	15807	97303
8385	15807	97294
8386	15808	97284
8387	15810	97284
8388	15811	97274
8389	15813	97272
8390	15813	97263
8391	15814	97253
8392	15820	97278
8393	15831	97330
8394	15838	97360
8395	15839	97352
8396	15839	97341
8397	15840	97331
8398	15841	97323
8399	15842	97316
8400	15842	97307
8401	15844	97300
8402	15844	97291
8403	15845	97280
8404	15845	97271
8405	15846	97261
8406	15846	97251
8407	15847	97241
8408	15848	97232
8409	15848	97222
8410	15851	97226
8411	15852	97217
8412	15853	97208
8413	15858	97229
8414	15859	97220
8415	15861	97218
8416	15862	97209
8417	15862	97199
8418	15863	97189
8419	15863	97179
8420	15869	97199
8421	15870	97191
8422	15870	97181
8423	15871	97174
8424	15878	97199
8425	15878	97191
8426	15880	97188
8427	15881	97179
8428	15881	97168
8429	15882	97159
8430	15883	97151
8431	15883	97141
8432	15884	97134
8433	15886	97131
8434	15887	97125
8435	15888	97115
8436	15888	97105
8437	15892	97115
8438	15894	97115
8439	15902	97146
8440	15903	97141
8441	15907	97155
8442	15909	97150
8443	15910	97143
8444	15911	97136
8445	15914	97138
8446	15914	97130
8447	15916	97125
8448	15917	97120
8449	15919	97118
8450	15920	97111
8451	15927	97138
8452	15928	97132
8453	15930	97133
8454	15932	97128
8455	15933	97121
8456	15941	97155
8457	15941	97148
8458	15944	97148
8459	15945	97143
8460	15946	97135
8461	15953	97167
8462	15954	97158
8463	15955	97148
8464	15960	97168
8465	15966	97190
8466	15973	97221
8467	15979	97241
8468	15987	97276
8469	15988	97271
8470	15989	97263
8471	15992	97268
8472	15993	97262
8473	15994	97252
8474	15994	97243
8475	16001	97267
8476	16001	97258
8477	16002	97248
8478	16002	97238
8479	16009	97263
8480	16010	97255
8481	16016	97279
8482	16016	97270
8483	16017	97260
8484	16019	97258
8485	16022	97263
8486	16023	97258
8487	16024	97249
8488	16025	97240
8489	16025	97230
8490	16026	97220
8491	16026	97210
8492	16029	97215
8493	16030	97206
8494	16031	97196
8495	16032	97189
8496	16033	97181
8497	16033	97171
8498	16034	97161
8499	16035	97158
8500	16041	97181
8501	16042	97172
8502	16043	97162
8503	16049	97187
8504	16051	97185
8505	16052	97179
8506	16053	97171
8507	16054	97163
8508	16060	97190
8509	16067	97214
8510	16068	97206
8511	16071	97211
8512	16071	97204
8513	16073	97200
8514	16074	97190
8515	16075	97187
8516	16078	97191
8517	16084	97211
8518	16089	97232
8519	16090	97224
8520	16091	97218
8521	16093	97215
8522	16099	97235
8523	16099	97227
8524	16100	97217
8525	16101	97208
8526	16102	97200
8527	16108	97224
8528	16108	97214
8529	16109	97206
8530	16110	97196
8531	16112	97194
8532	16112	97184
8533	16113	97174
8534	16114	97166
8535	16117	97172
8536	16118	97164
8537	16118	97153
8538	16119	97144
8539	16119	97134
8540	16122	97138
8541	16123	97130
8542	16125	97127
8543	16126	97120
8544	16132	97146
8545	16133	97137
8546	16135	97134
8547	16137	97132
8548	16143	97158
8549	16144	97149
8550	16145	97140
8551	16145	97129
8552	16146	97119
8553	16152	97144
8554	16153	97135
8555	16153	97125
8556	16154	97116
8557	16154	97105
8558	16161	97130
8559	16161	97121
8560	16162	97112
8561	16163	97103
8562	16163	97094
8563	16169	97115
8564	16171	97112
8565	16177	97136
8566	16183	97161
8567	16184	97152
8568	16185	97146
8569	16186	97136
8570	16186	97127
8571	16187	97118
8572	16188	97112
8573	16189	97102
8574	16191	97100
8575	16192	97092
8576	16192	97082
8577	16193	97072
8578	16193	97062
8579	16194	97052
8580	16195	97044
8581	16196	97042
8582	16197	97032
8583	16199	97028
8584	16199	97020
8585	16200	97010
8586	16201	97002
8587	16201	96992
8588	16202	96984
8589	16204	96982
8590	16205	96973
8591	16205	96963
8592	16206	96954
8593	16207	96948
8594	16208	96938
8595	16208	96928
8596	16209	96921
8597	16211	96918
8598	16217	96939
8599	16218	96931
8600	16218	96922
8601	16224	96945
8602	16225	96938
8603	16232	96962
8604	16233	96956
8605	16239	96981
8606	16247	97014
8607	16249	97016
8608	16251	97013
8609	16252	97005
8610	16253	96996
8611	16253	96986
8612	16254	96978
8613	16255	96968
8614	16256	96961
8615	16256	96952
8616	16257	96942
8617	16262	96962
8618	16263	96952
8619	16264	96946
8620	16267	96952
8621	16268	96942
8622	16268	96932
8623	16269	96923
8624	16275	96947
8625	16282	96972
8626	16283	96965
8627	16283	96955
8628	16284	96946
8629	16290	96970
8630	16291	96961
8631	16292	96952
8632	16298	96977
8633	16299	96968
8634	16300	96960
8635	16300	96950
8636	16301	96941
8637	16303	96938
8638	16308	96958
8639	16310	96956
8640	16311	96949
8641	16312	96940
8642	16313	96935
8643	16314	96925
8644	16314	96915
8645	16315	96905
8646	16320	96924
8647	16321	96915
8648	16322	96908
8649	16323	96902
8650	16323	96892
8651	16324	96883
8652	16326	96881
8653	16327	96872
8654	16329	96871
8655	16331	96872
8656	16333	96872
8657	16335	96866
8658	16337	96868
8659	16340	96870
8660	16341	96864
8661	16342	96860
8662	16344	96857
8663	16345	96849
8664	16347	96851
8665	16348	96844
8666	16349	96837
8667	16356	96861
8668	16357	96855
8669	16359	96852
8670	16360	96847
8671	16363	96851
8672	16364	96847
8673	16366	96844
8674	16368	96840
8675	16374	96864
8676	16375	96856
8677	16376	96850
8678	16380	96859
8679	16381	96856
8680	16382	96849
8681	16383	96842
8682	16385	96837
8683	16386	96830
8684	16387	96822
8685	16393	96847
8686	16399	96868
8687	16402	96872
8688	16402	96863
8689	16405	96867
8690	16406	96858
8691	16412	96883
8692	16423	96932
8693	16424	96923
8694	16424	96914
8695	16425	96904
8696	16428	96909
8697	16428	96900
8698	16429	96891
8699	16430	96882
8700	16431	96874
8701	16432	96868
8702	16438	96893
8703	16444	96913
8704	16445	96904
8705	16446	96898
8706	16447	96890
8707	16448	96887
8708	16449	96878
8709	16450	96870
8710	16456	96891
8711	16456	96882
8712	16458	96879
8713	16459	96873
8714	16460	96867
8715	16462	96864
8716	16469	96890
8717	16469	96880
8718	16475	96901
8719	16476	96892
8720	16476	96883
8721	16478	96877
8722	16479	96874
8723	16480	96866
8724	16487	96890
8725	16488	96884
8726	16489	96877
8727	16492	96881
8728	16492	96872
8729	16493	96864
8730	16494	96857
8731	16495	96848
8732	16496	96841
8733	16497	96835
8734	16498	96827
8735	16499	96818
8736	16500	96812
8737	16505	96833
8738	16506	96824
8739	16508	96821
8740	16509	96812
8741	16510	96806
8742	16511	96803
8743	16513	96798
8744	16514	96789
8745	16515	96783
8746	16521	96806
8747	16522	96798
8748	16525	96803
8749	16531	96826
8750	16538	96852
8751	16538	96844
8752	16545	96867
8753	16546	96862
8754	16548	96861
8755	16554	96884
8756	16555	96874
8757	16555	96865
8758	16556	96857
8759	16563	96882
8760	16564	96880
8761	16566	96878
8762	16567	96869
8763	16568	96860
8764	16569	96857
8765	16571	96851
8766	16577	96874
8767	16577	96865
8768	16580	96870
8769	16581	96860
8770	16586	96879
8771	16587	96870
8772	16588	96862
8773	16589	96853
8774	16590	96846
8775	16591	96840
8776	16592	96832
8777	16592	96824
8778	16599	96847
8779	16601	96847
8780	16606	96866
8781	16607	96858
8782	16608	96851
8783	16609	96842
8784	16609	96833
