iter	RMSE
174	2.392328983
175	2.390550223
176	2.388848829
177	2.386915709
178	2.385083195
179	2.383365987
180	2.38161285
181	2.380008982
182	2.378374302
183	2.376541351
184	2.374622259
185	2.373049448
186	2.371284895
187	2.369385112
188	2.367514451
189	2.365914261
190	2.364202611
191	2.362413131
192	2.360512689
193	2.358603588
194	2.357081853
195	2.355181771
196	2.353312854
197	2.35162449
198	2.349874337
199	2.348160378
200	2.346519074
201	2.344620059
202	2.342827594
203	2.340941313
204	2.339341809
205	2.337559562
206	2.335678611
207	2.333799646
208	2.332209348
209	2.330433488
210	2.328574635
211	2.326713084
212	2.324942192
213	2.323137409
214	2.321457216
215	2.319680583
216	2.31782468
217	2.316056596
218	2.314296439
219	2.312579633
220	2.310841039
221	2.308985498
222	2.307219052
223	2.305958689
224	2.304545243
225	2.302696575
226	2.301147088
227	2.2993013
228	2.297635967
229	2.295886375
230	2.294045928
231	2.292191094
232	2.29054719
233	2.28889369
234	2.28705307
235	2.285408819
236	2.28374154
237	2.281912552
238	2.280148434
239	2.278323183
240	2.276658047
241	2.274836417
242	2.273193508
243	2.271486806
244	2.269761474
245	2.26838584
246	2.266847883
247	2.265173798
248	2.263783467
249	2.262153636
250	2.260388154
251	2.258582731
252	2.257067235
253	2.255292233
254	2.25349177
255	2.251693219
256	2.250019436
257	2.248224324
258	2.246465289
259	2.244673689
260	2.242884046
261	2.241180644
262	2.239394709
263	2.237789282
264	2.236008345
265	2.234307254
266	2.232533033
267	2.230755815
268	2.22920583
269	2.227514026
270	2.225741864
271	2.223971781
272	2.222239703
273	2.220489677
274	2.218807632
275	2.217044462
276	2.215283171
277	2.213737686
278	2.211980271
279	2.210521839
280	2.209044951
281	2.207304898
282	2.205553169
283	2.2040346
284	2.202508021
285	2.200761248
286	2.199008738
287	2.197265683
288	2.195653495
289	2.194070489
290	2.192444802
291	2.190817382
292	2.189277153
293	2.187634842
294	2.1858766
295	2.184146847
296	2.182538576
297	2.180892106
298	2.179157701
299	2.177445767
300	2.175925683
301	2.174348685
302	2.172962587
303	2.171332872
304	2.169720521
305	2.168140096
306	2.166677528
307	2.165464088
308	2.163755092
309	2.162212991
310	2.160507085
311	2.158803008
312	2.157100756
313	2.155490703
314	2.153866201
315	2.152333861
316	2.150629335
317	2.149020451
318	2.147643286
319	2.145952249
320	2.14443031
321	2.142742642
322	2.141056786
323	2.139370499
324	2.137765774
325	2.136109327
326	2.13443053
327	2.132871946
328	2.131635738
329	2.130286597
330	2.12877036
331	2.127098882
332	2.125491813
333	2.123847028
334	2.122180592
335	2.120666265
336	2.119167182
337	2.117813567
338	2.116256561
339	2.114679908
340	2.113330434
341	2.111775138
342	2.11027011
343	2.108626259
344	2.106975127
345	2.105403339
346	2.103755513
347	2.102307012
348	2.100633197
349	2.09898849
350	2.097347018
351	2.095933072
352	2.094395023
353	2.09284472
354	2.091363113
355	2.089729383
356	2.088115948
357	2.086551172
358	2.085187592
359	2.083732535
360	2.082177138
361	2.080713847
362	2.079416677
363	2.077914997
364	2.076295062
365	2.074836936
366	2.07322455
367	2.071865982
368	2.070632582
369	2.069129351
370	2.067784358
371	2.066321568
372	2.064717033
373	2.063263474
374	2.061762412
375	2.060265062
376	2.05883627
377	2.057380124
378	2.056140656
379	2.054541609
380	2.052944293
381	2.051506839
382	2.049901472
383	2.04838264
384	2.046791757
385	2.045197797
386	2.043887464
387	2.042301327
388	2.040857329
389	2.039274314
390	2.037693017
391	2.036190018
392	2.034605322
393	2.033174705
394	2.031631148
395	2.030200657
396	2.028711973
397	2.027141272
398	2.025644231
399	2.024144399
400	2.022578984
401	2.021014918
402	2.019452552
403	2.017974916
404	2.016551749
405	2.014993985
406	2.013437915
407	2.012155386
408	2.010598208
409	2.009553477
410	2.008084743
411	2.006536928
412	2.004989204
413	2.003580614
414	2.002036081
415	2.000514998
416	1.998973613
417	1.997510365
418	1.995955158
419	1.994418515
420	1.992883999
421	1.991722223
422	1.990322104
423	1.989021846
424	1.9874922
425	1.985982794
426	1.9844087
427	1.983066745
428	1.981633768
429	1.980305445
430	1.978779488
431	1.97771547
432	1.976334414
433	1.974977338
434	1.973540933
435	1.972182272
436	1.970745014
437	1.96923371
438	1.96774027
439	1.966373101
440	1.96502477
441	1.963664529
442	1.962104423
443	1.960601404
444	1.959554822
445	1.958132629
446	1.956632792
447	1.95554914
448	1.954052749
449	1.952558495
450	1.951065315
451	1.949744842
452	1.948234171
453	1.946839561
454	1.945649069
455	1.944133862
456	1.942783227
457	1.941322752
458	1.939841151
459	1.938361175
460	1.936946077
461	1.935649385
462	1.934173821
463	1.932699876
464	1.93129673
465	1.929966304
466	1.92849696
467	1.927164574
468	1.926010186
469	1.924543575
470	1.923079589
471	1.921617213
472	1.920154251
473	1.918675384
474	1.917321706
475	1.915865102
476	1.914850887
477	1.913396824
478	1.911944361
479	1.910493498
480	1.909193634
481	1.907730395
482	1.906283955
483	1.90483911
484	1.903471654
485	1.902117067
486	1.90074864
487	1.899464582
488	1.898099234
489	1.896662829
490	1.895299595
491	1.893866275
492	1.89258834
493	1.891167641
494	1.88973832
495	1.888504376
496	1.887148974
497	1.885999306
498	1.8846396
499	1.883179188
500	1.881758014
501	1.880317069
502	1.878982354
503	1.877760824
504	1.876818706
505	1.875469747
506	1.874159788
507	1.872900733
508	1.871436898
509	1.870027527
510	1.86869334
511	1.86727734
512	1.865872324
513	1.864636801
514	1.863194538
515	1.861867983
516	1.860619963
517	1.859221659
518	1.857920821
519	1.856651965
520	1.855232121
521	1.853913353
522	1.852507638
523	1.851270832
524	1.849956786
525	1.848569244
526	1.847154868
527	1.845766125
528	1.844464966
529	1.843173706
530	1.841793011
531	1.840860496
532	1.839551079
533	1.838253258
534	1.837023313
535	1.835649233
536	1.834276681
537	1.833150756
538	1.831843221
539	1.830532129
540	1.82950847
541	1.828142309
542	1.82677767
543	1.825766623
544	1.824793255
545	1.823659205
546	1.822356695
547	1.820997886
548	1.819651767
549	1.818353309
550	1.817129634
551	1.815776344
552	1.814424563
553	1.813074291
554	1.81178813
555	1.81056426
556	1.80921827
557	1.807955771
558	1.806612691
559	1.805563745
560	1.804431405
561	1.803172237
562	1.802096239
563	1.800885893
564	1.799554412
565	1.79822003
566	1.797075434
567	1.795698144
568	1.794298854
569	1.792998206
570	1.791750282
571	1.790484836
572	1.78915717
573	1.788024469
574	1.786771691
575	1.785515913
576	1.784280518
577	1.782973092
578	1.781834958
579	1.780696152
580	1.779464103
581	1.778086415
582	1.776772635
583	1.775608397
584	1.774297809
585	1.772988692
586	1.771743686
587	1.770436334
588	1.769274068
589	1.767970142
590	1.76675038
591	1.76558882
592	1.764410431
593	1.763148306
594	1.7618508
595	1.760695461
596	1.759400582
597	1.758173613
598	1.757011505
599	1.755882504
600	1.754687507
601	1.753392443
602	1.752023303
603	1.750797
604	1.749511658
605	1.748296859
606	1.747015228
607	1.745727384
608	1.744501701
609	1.743214712
610	1.741952993
611	1.740862066
612	1.739668133
613	1.738453817
614	1.737244198
615	1.735974195
616	1.734884642
617	1.733915343
618	1.732712785
619	1.73159224
620	1.730488762
621	1.729553137
622	1.728444952
623	1.727258872
624	1.72618633
625	1.72491756
626	1.72371199
627	1.722508466
628	1.721285529
629	1.7200314
630	1.718746649
631	1.717461084
632	1.716350288
633	1.715294485
634	1.714090303
635	1.712965205
636	1.711719305
637	1.710536675
638	1.709355336
639	1.708113518
640	1.706873108
641	1.705634104
642	1.704396506
643	1.703219654
644	1.702083022
645	1.7007721
646	1.699507318
647	1.6982386
648	1.697146578
649	1.695967193
650	1.694852971
651	1.693589731
652	1.692493758
653	1.691269331
654	1.690128141
655	1.688840171
656	1.687619381
657	1.686399979
658	1.685200073
659	1.684047722
660	1.683053657
661	1.681838972
662	1.680676555
663	1.679524909
664	1.67849641
665	1.677286628
666	1.676142387
667	1.67516685
668	1.674001728
669	1.672876135
670	1.671596216
671	1.670392721
672	1.669186388
673	1.668150913
674	1.667183197
675	1.665985439
676	1.664852592
677	1.663675829
678	1.662522162
679	1.661520097
680	1.660290324
681	1.659273804
682	1.65827035
683	1.657196056
684	1.656060746
685	1.655115386
686	1.654080986
687	1.652894032
688	1.651697293
689	1.650524043
690	1.649396847
691	1.648234572
692	1.646992718
693	1.645817076
694	1.644640637
695	1.643459758
696	1.642285868
697	1.641155501
698	1.639944324
699	1.638846203
700	1.637870932
701	1.636702687
702	1.63561005
703	1.634715647
704	1.633515041
705	1.63241207
706	1.631249585
707	1.63013558
708	1.628975691
709	1.627818233
710	1.62673095
711	1.625573858
712	1.624411166
713	1.623261384
714	1.622154483
715	1.621124467
716	1.620225566
717	1.619086271
718	1.61792251
719	1.616776109
720	1.615631029
721	1.614487268
722	1.613338845
723	1.612197598
724	1.61130646
725	1.610280225
726	1.609100049
727	1.608001251
728	1.606821189
729	1.605752172
730	1.604688562
731	1.603593948
732	1.602437749
733	1.601466178
734	1.600336685
735	1.59913957
736	1.598012415
737	1.596922023
738	1.595790983
739	1.594762956
740	1.593620225
741	1.592498164
742	1.591377883
743	1.590268444
744	1.589270781
745	1.588152157
746	1.587165605
747	1.586051307
748	1.585014543
749	1.584137068
750	1.583107985
751	1.581908792
752	1.580808999
753	1.579749405
754	1.578607001
755	1.577669053
756	1.57648222
757	1.575427772
758	1.574360881
759	1.573320845
760	1.572219841
761	1.571120115
762	1.570021665
763	1.568923539
764	1.567970676
765	1.566875845
766	1.565692023
767	1.564573334
768	1.563573927
769	1.562504885
770	1.561519398
771	1.560560246
772	1.559472703
773	1.558491558
774	1.5575053
775	1.556347667
776	1.5552436
777	1.554217547
778	1.553272765
779	1.55212968
780	1.551032497
781	1.549954645
782	1.548850485
783	1.547827233
784	1.546725018
785	1.545596104
786	1.544523559
787	1.543452266
788	1.542437619
789	1.541424321
790	1.5403565
791	1.539385089
792	1.538319633
793	1.537411043
794	1.536381814
795	1.535319569
796	1.534258566
797	1.533180577
798	1.53212198
799	1.531177496
800	1.530049469
801	1.528904013
802	1.527849497
803	1.526806142
804	1.525754046
805	1.524758904
806	1.523740736
807	1.522636537
808	1.521523841
809	1.52047683
810	1.51957198
811	1.518570989
812	1.517432938
813	1.516390515
814	1.515425326
815	1.514437165
816	1.51354052
817	1.512569699
818	1.511577096
819	1.510820213
820	1.509784567
821	1.508739201
822	1.507672589
823	1.506693394
824	1.505710899
825	1.504674568
826	1.503672742
827	1.502644741
828	1.501615502
829	1.500700443
830	1.499716077
831	1.498692496
832	1.497568509
833	1.496547119
834	1.495546015
835	1.494660941
836	1.4935744
837	1.492639246
838	1.491622661
839	1.490636235
840	1.489813251
841	1.488845381
842	1.487879013
843	1.48686642
844	1.485920581
845	1.484813259
846	1.484129456
847	1.483290047
848	1.482275388
849	1.481197527
850	1.480193254
851	1.47935054
852	1.478661647
853	1.47769941
854	1.476750041
855	1.475750712
856	1.474798015
857	1.473746738
858	1.472849112
859	1.472018905
860	1.470940999
861	1.469948102
862	1.468963895
863	1.468004573
864	1.467014442
865	1.466198588
866	1.465210568
867	1.464313464
868	1.463384055
869	1.462399055
870	1.461560262
871	1.460565906
872	1.459614196
873	1.458751251
874	1.457771137
875	1.456792187
876	1.455757611
877	1.454780831
878	1.453887207
879	1.453074838
880	1.452190782
881	1.4512665
882	1.450294801
883	1.449349326
884	1.448418702
885	1.447500231
886	1.446532731
887	1.4455347
888	1.444532345
889	1.44355591
890	1.442651338
891	1.441688763
892	1.440849618
893	1.439925995
894	1.439001194
895	1.438089838
896	1.437180426
897	1.43627409
898	1.435341929
899	1.434428994
900	1.433474949
901	1.432635684
902	1.431794442
903	1.430780163
904	1.429974462
905	1.428962271
906	1.428089174
907	1.427248754
908	1.426237467
909	1.425378539
910	1.424440942
911	1.423408281
912	1.422428386
913	1.421562126
914	1.420610956
915	1.419781631
916	1.418740524
917	1.417791567
918	1.416984094
919	1.416101155
920	1.415204919
921	1.414356631
922	1.413519946
923	1.412586476
924	1.41159702
925	1.410708219
926	1.409777848
927	1.408978231
928	1.4079394
929	1.407057474
930	1.406166327
931	1.405304167
932	1.404320254
933	1.403383669
934	1.40250289
935	1.401680102
936	1.40080107
937	1.399783909
938	1.398936334
939	1.398103011
940	1.397185954
941	1.39630496
942	1.395390054
943	1.39451113
944	1.393646899
945	1.392729527
946	1.391827427
947	1.390975274
948	1.39015613
949	1.389321075
950	1.388458702
951	1.387597332
952	1.3866805
953	1.385768121
954	1.384857557
955	1.383996213
956	1.383228902
957	1.382328698
958	1.381390735
959	1.380610938
960	1.379700829
961	1.378792689
962	1.377934547
963	1.377025624
964	1.376119813
965	1.375267193
966	1.374431992
967	1.373508651
968	1.372603152
969	1.371679359
970	1.370791353
971	1.369904424
972	1.36911288
973	1.368227941
974	1.367395996
975	1.366582144
976	1.365702687
977	1.364867785
978	1.364256998
979	1.363421239
980	1.362542245
981	1.361603534
982	1.36061446
983	1.359679975
984	1.358897099
985	1.358069515
986	1.357195994
987	1.356356508
988	1.355503842
989	1.354665832
990	1.353878773
991	1.352982679
992	1.35214724
993	1.351297449
994	1.350470163
995	1.349626744
996	1.348843915
997	1.348190114
998	1.34735947
999	1.346529018
1000	1.345711876
1001	1.344851566
1002	1.343953298
1003	1.343106493
1004	1.342162032
1005	1.341444508
1006	1.340623926
1007	1.339717534
1008	1.338901572
1009	1.338210332
1010	1.337629928
1011	1.336790973
1012	1.335986834
1013	1.335166575
1014	1.334358154
1015	1.33343983
1016	1.332665994
1017	1.331814975
1018	1.330968807
1019	1.330201404
1020	1.329357141
1021	1.328536872
1022	1.327822827
1023	1.326999494
1024	1.326218472
1025	1.325330137
1026	1.324490803
1027	1.32378553
1028	1.322936899
1029	1.322100082
1030	1.321215682
1031	1.320401656
1032	1.319655029
1033	1.31879784
1034	1.317965465
1035	1.317168568
1036	1.316338186
1037	1.315457289
1038	1.314603637
1039	1.313794963
1040	1.313062427
1041	1.312170841
1042	1.311345895
1043	1.310489884
1044	1.309604668
1045	1.308770117
1046	1.307936323
1047	1.307103533
1048	1.306181742
1049	1.305337669
1050	1.304536921
1051	1.303759998
1052	1.302974107
1053	1.302166576
1054	1.301305427
1055	1.300491711
1056	1.29983016
1057	1.298965524
1058	1.29815434
1059	1.297344158
1060	1.296520896
1061	1.295655317
1062	1.29489317
1063	1.294134068
1064	1.293370953
1065	1.292550226
1066	1.291901533
1067	1.291084595
1068	1.290171955
1069	1.289349889
1070	1.288611635
1071	1.287863728
1072	1.287064106
1073	1.286265476
1074	1.285467835
1075	1.28459833
1076	1.283821304
1077	1.283068292
1078	1.282274158
1079	1.281497169
1080	1.280712547
1081	1.279920664
1082	1.279129765
1083	1.278300908
1084	1.277406113
1085	1.276506698
1086	1.275727385
1087	1.274891784
1088	1.273989475
1089	1.273099333
1090	1.272217032
1091	1.271348139
1092	1.270629353
1093	1.269812594
1094	1.268930951
1095	1.268150246
1096	1.267270602
1097	1.266453968
1098	1.265695419
1099	1.26479396
1100	1.264000271
1101	1.263103651
1102	1.262328395
1103	1.26166702
1104	1.260959873
1105	1.260215177
1106	1.259460797
1107	1.258717771
1108	1.257842075
1109	1.257148275
1110	1.256352871
1111	1.255622648
1112	1.254990095
1113	1.254170217
1114	1.253404445
1115	1.252602993
1116	1.251857829
1117	1.251174563
1118	1.250481377
1119	1.249733595
1120	1.249042726
1121	1.248168221
1122	1.247396519
1123	1.246685243
1124	1.245909493
1125	1.245411617
1126	1.24465487
1127	1.243921347
1128	1.24321089
1129	1.242490088
1130	1.241790963
1131	1.241034253
1132	1.240240374
1133	1.239489064
1134	1.238612233
1135	1.237862623
1136	1.23709313
1137	1.236423915
1138	1.235676581
1139	1.234999284
1140	1.234253742
1141	1.233544731
1142	1.232837861
1143	1.232331714
1144	1.231593993
1145	1.230848723
1146	1.230182044
1147	1.229430411
1148	1.228637502
1149	1.228002758
1150	1.22725621
1151	1.226553339
1152	1.225725319
1153	1.224990207
1154	1.224296038
1155	1.223660548
1156	1.222847208
1157	1.222065918
1158	1.221448524
1159	1.22075358
1160	1.220032386
1161	1.219240837
1162	1.218512086
1163	1.217840897
1164	1.217141785
1165	1.216440833
1166	1.215796617
1167	1.21510593
1168	1.214285067
1169	1.213561614
1170	1.212863283
1171	1.212155293
1172	1.211371656
1173	1.210604618
1174	1.209808773
1175	1.209104364
1176	1.208317569
1177	1.207586496
1178	1.206745061
1179	1.206113905
1180	1.205457031
1181	1.204779043
1182	1.204052286
1183	1.20347384
1184	1.202821249
1185	1.202154211
1186	1.201327116
1187	1.200590993
1188	1.199881699
1189	1.199122489
1190	1.198426603
1191	1.197832424
1192	1.197055706
1193	1.196409372
1194	1.195650058
1195	1.194892064
1196	1.194120025
1197	1.193296625
1198	1.19261099
1199	1.191891569
1200	1.191238272
1201	1.190499708
1202	1.189795707
1203	1.189157358
1204	1.188513242
1205	1.187884881
1206	1.187187427
1207	1.186355963
1208	1.185801583
1209	1.185032312
1210	1.184368281
1211	1.183537177
1212	1.182846441
1213	1.182071883
1214	1.181496825
1215	1.180805679
1216	1.180115335
1217	1.179422662
1218	1.178775091
1219	1.17805458
1220	1.17724591
1221	1.176728697
1222	1.175973541
1223	1.175247834
1224	1.174563357
1225	1.173868676
1226	1.17309891
1227	1.172387088
1228	1.171709047
1229	1.171049913
1230	1.170330536
1231	1.16959058
1232	1.16895821
1233	1.168175412
1234	1.167534966
1235	1.166783732
1236	1.166116957
1237	1.165477202
1238	1.16480241
1239	1.164067536
1240	1.163371418
1241	1.162698875
1242	1.16190563
1243	1.161234622
1244	1.160549648
1245	1.159864193
1246	1.159128873
1247	1.158502261
1248	1.157832042
1249	1.157130751
1250	1.156393503
1251	1.155728097
1252	1.155020519
1253	1.154343944
1254	1.15369979
1255	1.152991985
1256	1.152336773
1257	1.151675844
1258	1.151048027
1259	1.150383389
1260	1.14978152
1261	1.149083996
1262	1.148393318
1263	1.147765506
1264	1.147120087
1265	1.14646487
1266	1.145842664
1267	1.145065248
1268	1.144368608
1269	1.143588649
1270	1.142942285
1271	1.142212291
1272	1.14143871
1273	1.140866453
1274	1.140229496
1275	1.139639931
1276	1.138946772
1277	1.13825039
1278	1.137603865
1279	1.136839136
1280	1.136243767
1281	1.135489876
1282	1.134725475
1283	1.134003169
1284	1.133382568
1285	1.132806345
1286	1.132037791
1287	1.131602157
1288	1.130948251
1289	1.130351569
1290	1.129713332
1291	1.129072292
1292	1.12846127
1293	1.127863358
1294	1.127227964
1295	1.126593393
1296	1.125877757
1297	1.125259795
1298	1.124626208
1299	1.12399408
1300	1.123305811
1301	1.12262326
1302	1.122017467
1303	1.121318275
1304	1.120692945
1305	1.120086036
1306	1.119467972
1307	1.118768076
1308	1.118141894
1309	1.117516527
1310	1.116924178
1311	1.116295799
1312	1.115829181
1313	1.115136028
1314	1.114509411
1315	1.113888063
1316	1.113249689
1317	1.11263252
1318	1.112063858
1319	1.111445442
1320	1.110807938
1321	1.110223556
1322	1.10968895
1323	1.109022046
1324	1.108453689
1325	1.107839328
1326	1.107108957
1327	1.106372377
1328	1.105763747
1329	1.105112672
1330	1.104501533
1331	1.103769388
1332	1.103113263
1333	1.102527776
1334	1.101935463
1335	1.101320405
1336	1.100712966
1337	1.099984534
1338	1.099260485
1339	1.098573707
1340	1.097923559
1341	1.097193728
1342	1.096613527
1343	1.096010582
1344	1.095346418
1345	1.094673573
1346	1.094032016
1347	1.093486322
1348	1.092845116
1349	1.092244516
1350	1.091592215
1351	1.09101386
1352	1.090462623
1353	1.089737188
1354	1.089141036
1355	1.088545667
1356	1.087911412
1357	1.087317629
1358	1.086720281
1359	1.086127979
1360	1.085460747
1361	1.084857801
1362	1.084196904
1363	1.083592986
1364	1.083003845
1365	1.082442752
1366	1.08179929
1367	1.081211928
1368	1.08068676
1369	1.080100852
1370	1.079515716
1371	1.078950577
1372	1.078417783
1373	1.077775065
1374	1.077159864
1375	1.076518395
1376	1.075943063
1377	1.075331579
1378	1.074751037
1379	1.0740939
1380	1.073499536
1381	1.072921336
1382	1.072343901
1383	1.071696742
1384	1.071033508
1385	1.070421662
1386	1.069879473
1387	1.069277685
1388	1.068752535
1389	1.068128781
1390	1.067543384
1391	1.066952217
1392	1.066298951
1393	1.065768547
1394	1.06511646
1395	1.064481687
1396	1.063913029
1397	1.063374136
1398	1.062679678
1399	1.062024863
1400	1.061390907
1401	1.060849158
1402	1.060283565
1403	1.059724851
1404	1.059165244
1405	1.058623093
1406	1.058060004
1407	1.057497662
1408	1.057014149
1409	1.056435258
1410	1.055874773
1411	1.055223873
1412	1.054544019
1413	1.054000359
1414	1.053463627
1415	1.052935358
1416	1.052378523
1417	1.0517869
1418	1.051163501
1419	1.050621916
1420	1.050066654
1421	1.049512473
1422	1.048928826
1423	1.048355584
1424	1.047787566
1425	1.047156978
1426	1.046495294
1427	1.045871033
1428	1.045302816
1429	1.04470418
1430	1.044134349
1431	1.043585993
1432	1.042973662
1433	1.042426503
1434	1.041850639
1435	1.04138084
1436	1.040846115
1437	1.040196214
1438	1.03965187
1439	1.039028032
1440	1.038484976
1441	1.037930904
1442	1.037375309
1443	1.03683023
1444	1.036213827
1445	1.035559014
1446	1.035013895
1447	1.034434069
1448	1.033882232
1449	1.033361899
1450	1.032845524
1451	1.032309514
1452	1.031742817
1453	1.031139983
1454	1.030630707
1455	1.03009708
1456	1.029628424
1457	1.028966698
1458	1.028458266
1459	1.027886671
1460	1.027372036
1461	1.026780747
1462	1.026251356
1463	1.025704929
1464	1.025154744
1465	1.024499793
1466	1.023972585
1467	1.023441727
1468	1.022899679
1469	1.02231044
1470	1.021726546
1471	1.021137239
1472	1.020636923
1473	1.020075266
1474	1.019577658
1475	1.018934
1476	1.018437522
1477	1.017916677
1478	1.017366323
1479	1.016846654
1480	1.016220758
1481	1.015712339
1482	1.015186479
1483	1.014589651
1484	1.014074597
1485	1.013637915
1486	1.013122345
1487	1.012607198
1488	1.01215262
1489	1.011638879
1490	1.011150467
1491	1.010653967
1492	1.010147164
1493	1.009633063
1494	1.00904691
1495	1.008459374
1496	1.007991054
1497	1.007406377
1498	1.006786827
1499	1.006278964
1500	1.005727706
1501	1.005220981
1502	1.004684769
1503	1.004213139
1504	1.003752014
1505	1.003156428
1506	1.002689636
1507	1.002098238
1508	1.00152903
1509	1.000911608
1510	1.000411641
1511	0.9999102393
1512	0.9993696235
1513	0.9988938284
1514	0.9983376196
1515	0.9977791131
1516	0.9972955422
1517	0.9966555937
1518	0.9961711537
1519	0.9956846497
1520	0.9951758053
1521	0.9946312358
1522	0.9941215287
1523	0.9935029585
1524	0.9930294484
1525	0.992425449
1526	0.9919136216
1527	0.9913399921
1528	0.9908477169
1529	0.9903191231
1530	0.9896938507
1531	0.9892032721
1532	0.9887374846
1533	0.9882084549
1534	0.9876493897
1535	0.9871900011
1536	0.986577877
1537	0.9861321774
1538	0.9855561343
1539	0.9849634308
1540	0.9845029092
1541	0.9839631106
1542	0.9835036377
1543	0.9830195276
1544	0.9825637666
1545	0.9820803351
1546	0.981653107
1547	0.9811140984
1548	0.9806532739
1549	0.980318403
1550	0.9798031259
1551	0.9793234405
1552	0.9788444126
1553	0.9783889533
1554	0.9779393572
1555	0.9774139603
1556	0.9769365213
1557	0.9763928831
1558	0.975800452
1559	0.9753514814
1560	0.974812706
1561	0.9744889371
1562	0.9740077294
1563	0.9735586873
1564	0.9731027878
1565	0.9726673674
1566	0.97219547
1567	0.9717509149
1568	0.9713098046
1569	0.9707190954
1570	0.9702004314
1571	0.9697269492
1572	0.9691468525
1573	0.9686463796
1574	0.9682084337
1575	0.9676997641
1576	0.9672222042
1577	0.9667749569
1578	0.9663047999
1579	0.9657087172
1580	0.9651558908
1581	0.9646914439
1582	0.9641645858
1583	0.9636671699
1584	0.9631852618
1585	0.9627212212
1586	0.9622596707
1587	0.9617987576
1588	0.9613186744
1589	0.9607901683
1590	0.9602178408
1591	0.9597187438
1592	0.9592603747
1593	0.9588229235
1594	0.9584111839
1595	0.9578770873
1596	0.9574209467
1597	0.9568478182
1598	0.9564343695
1599	0.9559493054
1600	0.9554222033
1601	0.9548374321
1602	0.9543642312
1603	0.9537805704
1604	0.9532357078
1605	0.952719824
1606	0.9521514467
1607	0.9517412325
1608	0.9512909737
1609	0.9508413395
1610	0.950299749
1611	0.9497725102
1612	0.9493463936
1613	0.9487952968
1614	0.9483336433
1615	0.9478790648
1616	0.9473484596
1617	0.9468135683
1618	0.9463816766
1619	0.9459373586
1620	0.9453676955
1621	0.944773917
1622	0.9443438634
1623	0.9438202165
1624	0.9432936636
1625	0.942823326
1626	0.9423566442
1627	0.9418695428
1628	0.941390805
1629	0.9409454387
1630	0.94040144
1631	0.9399093258
1632	0.9393314352
1633	0.9388938621
1634	0.9385074528
1635	0.9380935683
1636	0.9375220665
1637	0.9370811491
1638	0.936516692
1639	0.9360410761
1640	0.9355213498
1641	0.9349812296
1642	0.9345481735
1643	0.9340142004
1644	0.9335827661
1645	0.9330657265
1646	0.9326425694
1647	0.9321840179
1648	0.9316827738
1649	0.9312528874
1650	0.9307594354
